# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
391587	Kordia algicida OT-1	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,Kordia algicida OT-1	1,131567,2,68336,976,117743,200644,49546,221065,221066,391587
391589	Roseobacter sp. GAI101	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. GAI101	1,131567,2,1224,28211,204455,31989,2433,391589
391591	Vibrio shilonii AK1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio shilonii,Vibrio shilonii AK1	1,131567,2,1224,1236,135623,641,662,62153,391591
391592	Caminibacter mediatlanticus TB-2	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,Caminibacter mediatlanticus TB-2	1,131567,2,1224,68525,29547,235899,224467,191301,291048,391592
391593	Roseobacter sp. CCS2	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. CCS2	1,131567,2,1224,28211,204455,31989,2433,391593
391595	Roseobacter litoralis Och 149	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,Roseobacter litoralis Och 149	1,131567,2,1224,28211,204455,31989,2433,42443,391595
391596	Pedobacter sp. BAL39	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. BAL39	1,131567,2,68336,976,117747,200666,84566,84567,391596
391597	Limnobacter sp. MED105	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. MED105	1,131567,2,1224,28216,80840,119060,131079,391597
391598	Flavobacteria bacterium BAL38	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified Flavobacteriales,unclassified Flavobacteriales (miscellaneous),Flavobacteria bacterium BAL38	1,131567,2,68336,976,117743,200644,313602,403978,391598
383407	Xanthomonas oryzae pv. oryzicola BLS256	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae,Xanthomonas oryzae pv. oryzicola,Xanthomonas oryzae pv. oryzicola BLS256	1,131567,2,1224,1236,135614,32033,338,347,129394,383407
391600	Brevundimonas sp. BAL3	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. BAL3	1,131567,2,1224,28211,204458,76892,41275,391600
391603	Flavobacteriales bacterium ALC-1	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified Flavobacteriales,unclassified Flavobacteriales (miscellaneous),Flavobacteriales bacterium ALC-1	1,131567,2,68336,976,117743,200644,313602,403978,391603
1006006	Metallosphaera cuprina Ar-4	no rank	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina,Metallosphaera cuprina Ar-4	1,131567,2157,28889,183924,2281,118883,41980,1006005,1006006
391612	Cyanothece sp. CCY0110	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanothece,Cyanothece sp. CCY0110	1,131567,2,1117,1301283,1118,43988,391612
391613	Roseovarius sp. TM1035	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. TM1035	1,131567,2,1224,28211,204455,31989,74030,391613
391615	gamma proteobacterium HTCC5015	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified Gammaproteobacteria,unclassified Gammaproteobacteria (miscellaneous),gamma proteobacterium HTCC5015	1,131567,2,1224,1236,118884,33811,391615
391616	Octadecabacter arcticus 238	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter arcticus,Octadecabacter arcticus 238	1,131567,2,1224,28211,204455,31989,53945,53946,391616
391619	Phaeobacter inhibens DSM 17395	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter inhibens,Phaeobacter inhibens DSM 17395	1,131567,2,1224,28211,204455,31989,302485,221822,391619
1104324	Pyrobaculum sp. 1860	species	root,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum sp. 1860	1,131567,2157,28889,183924,2266,2267,2276,1104324
997830	Streptococcus infantis X	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis,Streptococcus infantis X	1,131567,2,1239,91061,186826,1300,1301,68892,997830
391623	Thermococcus barophilus MP	no rank	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barophilus,Thermococcus barophilus MP	1,131567,2157,28890,183968,2258,2259,2263,55802,391623
391624	Oceanibulbus indolifex HEL-45	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,Oceanibulbus indolifex,Oceanibulbus indolifex HEL-45	1,131567,2,1224,28211,204455,31989,225421,225422,391624
391625	Plesiocystis pacifica SIR-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Plesiocystis,Plesiocystis pacifica,Plesiocystis pacifica SIR-1	1,131567,2,1224,68525,28221,29,224462,224463,191767,191768,391625
391626	Octadecabacter antarcticus 307	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,Octadecabacter antarcticus 307	1,131567,2,1224,28211,204455,31989,53945,1217908,391626
637389	Acidithiobacillus caldus ATCC 51756	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus caldus,Acidithiobacillus caldus ATCC 51756	1,131567,2,1224,1236,225057,225058,119977,33059,637389
481743	Paenibacillus sp. Y412MC10	species	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Y412MC10	1,131567,2,1239,91061,1385,186822,44249,481743
204536	Sulfurihydrogenibium azorense Az-Fu1	no rank	root,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium azorense,Sulfurihydrogenibium azorense Az-Fu1	1,131567,2,200783,187857,32069,224027,212790,309806,204536
866771	Prevotella disiens FB035-09AN	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens,Prevotella disiens FB035-09AN	1,131567,2,68336,976,200643,171549,171552,838,28130,866771
866774	Atopobium vaginae PB189-T1-4	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Atopobium,Atopobium vaginae,Atopobium vaginae PB189-T1-4	1,131567,2,201174,1760,84998,84999,255727,84107,1380,82135,866774
866775	Aerococcus urinae ACS-120-V-Col10a	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinae,Aerococcus urinae ACS-120-V-Col10a	1,131567,2,1239,91061,186826,186827,1375,1376,866775
866776	Veillonella atypica ACS-049-V-Sch6	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella atypica ACS-049-V-Sch6	1,131567,2,1239,909932,909929,31977,29465,39777,866776
653733	Desulfurispirillum indicum S5	no rank	root,cellular organisms,Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,Desulfurispirillum indicum S5	1,131567,2,200938,118001,189769,189770,393029,936456,653733
350688	Alkaliphilus oremlandii OhILAs	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,Alkaliphilus oremlandii OhILAs	1,131567,2,1239,186801,186802,31979,114627,461876,350688
350701	Burkholderia dolosa AUO158	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia dolosa,Burkholderia dolosa AUO158	1,131567,2,1224,28216,80840,119060,32008,87882,152500,350701
375286	Janthinobacterium sp. Marseille	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. Marseille	1,131567,2,1224,28216,80840,75682,29580,375286
39416	Tuber melanosporum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber melanosporum	1,131567,2759,33154,4751,451864,4890,716545,147538,147549,5185,40289,36048,39416
137722	Azospirillum sp. B510	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum,Azospirillum sp. B510	1,131567,2,1224,28211,204441,41295,191,193,137722
213810	Ruminococcus champanellensis 18P13 = JCM 17042	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus champanellensis,Ruminococcus champanellensis 18P13 = JCM 17042	1,131567,2,1239,186801,186802,541000,1263,1161942,213810
891391	Lactobacillus acidophilus 30SC	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,Lactobacillus acidophilus 30SC	1,131567,2,1239,91061,186826,33958,1578,1579,891391
31234	Caenorhabditis remanei	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Rhabditoidea,Rhabditidae,Peloderinae,Caenorhabditis,Caenorhabditis remanei	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,55879,6243,55885,6237,31234
203267	Tropheryma whipplei str. Twist	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,unclassified Micrococcineae,Tropheryma,Tropheryma whipplei,Tropheryma whipplei str. Twist	1,131567,2,201174,1760,85003,2037,85006,577468,2038,2039,203267
203275	Tannerella forsythia ATCC 43037	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,Tannerella forsythia,Tannerella forsythia ATCC 43037	1,131567,2,68336,976,200643,171549,171551,195950,28112,203275
6669	Daphnia pulex	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Branchiopoda,Phyllopoda,Diplostraca,Cladocera,Anomopoda,Daphniidae,Daphnia,Daphnia pulex	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,6658,116557,84337,6665,116561,77658,6668,6669
629265	Pseudomonas syringae pv. maculicola str. ES4326	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group,Pseudomonas syringae group genomosp. 3,Pseudomonas syringae pv. maculicola,Pseudomonas syringae pv. maculicola str. ES4326	1,131567,2,1224,1236,72274,135621,286,136849,251701,59511,629265
522772	Denitrovibrio acetiphilus DSM 12809	no rank	root,cellular organisms,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus,Denitrovibrio acetiphilus DSM 12809	1,131567,2,200930,68337,191393,191394,117999,118000,522772
743965	Mycoplasma putrefaciens KS1	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma putrefaciens,Mycoplasma putrefaciens KS1	1,131567,2,544448,31969,2085,2092,2093,2123,743965
195103	Clostridium perfringens ATCC 13124	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens ATCC 13124	1,131567,2,1239,186801,186802,31979,1485,1502,195103
365659	Streptococcus mitis B6	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis B6	1,131567,2,1239,91061,186826,1300,1301,28037,365659
309798	Coprothermobacter proteolyticus DSM 5265	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Coprothermobacter proteolyticus,Coprothermobacter proteolyticus DSM 5265	1,131567,2,1239,186801,68295,227387,68335,35786,309798
309799	Dictyoglomus thermophilum H-6-12	no rank	root,cellular organisms,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum,Dictyoglomus thermophilum H-6-12	1,131567,2,68297,203486,203487,203488,13,14,309799
309800	Haloferax volcanii DS2	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloferax,Haloferax volcanii,Haloferax volcanii DS2	1,131567,2157,28890,183963,2235,2236,2251,2246,309800
309801	Thermomicrobium roseum DSM 5159	no rank	root,cellular organisms,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum,Thermomicrobium roseum DSM 5159	1,131567,2,200795,189775,189776,189777,499,500,309801
227882	Streptomyces avermitilis MA-4680 = NBRC 14893	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces avermitilis,Streptomyces avermitilis MA-4680 = NBRC 14893	1,131567,2,201174,1760,85003,2037,85011,2062,1883,33903,227882
309803	Thermotoga neapolitana DSM 4359	no rank	root,cellular organisms,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga neapolitana,Thermotoga neapolitana DSM 4359	1,131567,2,200918,188708,2419,188709,2335,2337,309803
309807	Salinibacter ruber DSM 13855	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,Salinibacter ruber DSM 13855	1,131567,2,68336,976,1100069,563843,146918,146919,309807
399795	Comamonas testosteroni KF-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas testosteroni KF-1	1,131567,2,1224,28216,80840,80864,283,285,399795
391735	Verminephrobacter eiseniae EF01-2	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,Verminephrobacter eiseniae EF01-2	1,131567,2,1224,28216,80840,80864,364316,364317,391735
236097	Alcanivorax sp. DG881	species	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. DG881	1,131567,2,1224,1236,135619,224372,59753,236097
940615	Granulicella tundricola	species	root,cellular organisms,Bacteria,Fibrobacteres/Acidobacteria group,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola	1,131567,2,131550,57723,204432,204433,204434,940557,940615
334413	Finegoldia magna ATCC 29328	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Finegoldia magna ATCC 29328	1,131567,2,1239,186801,186802,1570339,150022,1260,334413
342610	Pseudoalteromonas atlantica T6c	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,Pseudoalteromonas atlantica T6c	1,131567,2,1224,1236,135622,267888,53246,288,342610
64091	Halobacterium sp. NRC-1	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum,Halobacterium sp. NRC-1	1,131567,2157,28890,183963,2235,2236,2239,2242,64091
416348	Halorubrum lacusprofundi ATCC 49239	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halorubrum,Halorubrum lacusprofundi,Halorubrum lacusprofundi ATCC 49239	1,131567,2157,28890,183963,2235,2236,56688,2247,416348
227941	Chlamydophila caviae GPIC	no rank	root,cellular organisms,Bacteria,Chlamydiae/Verrucomicrobia group,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia/Chlamydophila group,Chlamydophila,Chlamydophila caviae,Chlamydophila caviae GPIC	1,131567,2,51290,204428,204429,51291,809,1113537,83553,83557,227941
1042876	Pseudomonas putida S16	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group,Pseudomonas putida,Pseudomonas putida S16	1,131567,2,1224,1236,72274,135621,286,136845,303,1042876
465515	Micrococcus luteus NCTC 2665	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Micrococcus,Micrococcus luteus,Micrococcus luteus NCTC 2665	1,131567,2,201174,1760,85003,2037,85006,1268,1269,1270,465515
162425	Aspergillus nidulans	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus nidulans	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,162425
653948	Albugo laibachii	species	root,cellular organisms,Eukaryota,Stramenopiles,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo laibachii	1,131567,2759,33634,4762,370421,65355,65356,653948
211586	Shewanella oneidensis MR-1	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella oneidensis,Shewanella oneidensis MR-1	1,131567,2,1224,1236,135622,267890,22,70863,211586
1047171	Zymoseptoria tritici	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,134362,93133,1047167,1047171
