#species name	tax id	core/periphery/adherent	source	source version
Streptococcus agalactiae FSL S3-026	876138	adherent	Refseq	not available
Lactobacillus iners SPIN 1401G	879295	adherent	Refseq	not available
Lactobacillus iners SPIN 2503V10-D	879296	adherent	Refseq	not available
Lactobacillus iners LactinV 01V1-a	879297	adherent	Refseq	not available
Lactobacillus iners LactinV 03V1-b	879298	adherent	Refseq	not available
Lactobacillus iners LactinV 09V1-c	879299	adherent	Refseq	not available
Lactobacillus iners LactinV 11V1-d	879300	adherent	Refseq	not available
Lactobacillus iners LEAF 2053A-b	879301	adherent	Refseq	not available
Lactobacillus iners LEAF 2052A-d	879302	adherent	Refseq	not available
Lactobacillus iners LEAF 2062A-h1	879303	adherent	Refseq	not available
Lactobacillus iners LEAF 3008A-a	879304	adherent	Refseq	not available
Anaerococcus hydrogenalis ACS-025-V-Sch4	879306	adherent	Refseq	not available
Gardnerella vaginalis 315-A	879307	adherent	Refseq	not available
Ketogulonicigenium vulgare Y25	880591	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2009159199	882863	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008282	882864	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008283	882865	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008284	882866	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008285	882867	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008287	882869	adherent	Refseq	not available
Bifidobacterium bifidum S17	883062	adherent	Refseq	not available
Escherichia coli str. 'clone D i14'	885275	adherent	Refseq	not available
Escherichia coli str. 'clone D i2'	885276	adherent	Refseq	not available
Acinetobacter baumannii AB210	886886	adherent	Refseq	not available
Methylovorus sp. MP688	887061	adherent	Refseq	not available
Mobiluncus curtisii ATCC 51333	887326	adherent	Refseq	not available
Chlamydia trachomatis L2c	887712	adherent	Refseq	not available
Mobiluncus curtisii subsp. holmesii ATCC 35242	887899	adherent	Refseq	not available
Lactobacillus delbrueckii subsp. lactis DSM 20072	888027	adherent	Refseq	not available
Dialister micraerophilus DSM 19965	888062	adherent	Refseq	not available
Enterobacter hormaechei ATCC 49162	888063	adherent	Refseq	not available
Enterococcus casseliflavus ATCC 12755	888066	adherent	Refseq	not available
Haemophilus aegyptius ATCC 11116	888728	adherent	Refseq	not available
Streptococcus agalactiae ATCC 13813	888745	adherent	Refseq	not available
Lactobacillus iners ATCC 55195	888801	adherent	Refseq	not available
Streptococcus sanguinis VMC66	888825	adherent	Refseq	not available
Campylobacter upsaliensis JV21	888826	adherent	Refseq	not available
Arcobacter butzleri JV22	888827	adherent	Refseq	not available
Haemophilus parainfluenzae ATCC 33392	888828	adherent	Refseq	not available
Streptococcus infantis ATCC 700779	889204	adherent	Refseq	not available
Streptococcus vestibularis ATCC 49124	889206	adherent	Refseq	not available
Lactobacillus plantarum subsp. plantarum ST-III	889932	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus ECT-R 2	889933	adherent	Refseq	not available
Bifidobacterium longum subsp. longum BBMN68	890402	adherent	Refseq	not available
Candidatus Tremblaya princeps PCIT	891398	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Choleraesuis str. SCSA50	904139	adherent	Refseq	not available
Staphylococcus epidermidis VCU028	904317	adherent	Refseq	not available
Staphylococcus epidermidis VCU037	904319	adherent	Refseq	not available
Staphylococcus epidermidis VCU045	904321	adherent	Refseq	not available
Staphylococcus epidermidis VCU105	904328	adherent	Refseq	not available
Staphylococcus epidermidis VCU109	904330	adherent	Refseq	not available
Staphylococcus epidermidis VCU116	904334	adherent	Refseq	not available
Staphylococcus warneri VCU121	904338	adherent	Refseq	not available
Staphylococcus epidermidis VCU144	904347	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21172	904723	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21189	904725	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21193	904726	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21195	904728	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21200	904730	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21201	904731	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21235	904738	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21259	904744	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21266	904747	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21269	904749	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21305	904759	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21310	904760	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus 21318	904763	adherent	Refseq	not available
Streptococcus parasanguinis F0405	905067	adherent	Refseq	not available
Helicobacter pylori Lithuania75	907237	adherent	Refseq	not available
Helicobacter pylori India7	907238	adherent	Refseq	not available
Helicobacter pylori Gambia94/24	907240	adherent	Refseq	not available
Mycoplasma hyopneumoniae 168	907287	adherent	Refseq	not available
Lactobacillus oris PB013-T2-3	908339	adherent	Refseq	not available
Paenibacillus sp. HGF5	908341	adherent	Refseq	not available
Neisseria meningitidis H44/76	909420	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Dublin str. SD3246	909945	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	909946	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Gallinarum str. SG9	909947	adherent	Refseq	not available
Propionibacterium acnes 266	909952	adherent	Refseq	not available
Lactobacillus johnsonii DPC 6026	909954	adherent	Refseq	not available
Turicibacter sp. HGF1	910310	adherent	Refseq	not available
Eggerthella sp. HGA1	910311	adherent	Refseq	not available
Porphyromonas asaccharolytica PR426713P-I	910312	adherent	Refseq	not available
Mycobacterium tuberculosis CDC1551A	911237	adherent	Refseq	not available
Riemerella anatipestifer RA-YM	913239	adherent	Refseq	not available
Vibrio vulnificus MO6-24/O	914127	adherent	Refseq	not available
Vibrio cholerae O1 str. 2010EL-1786	914149	adherent	Refseq	not available
Escherichia coli O157:H7 str. G5101	926026	adherent	Refseq	not available
Escherichia coli O157:H- str. 493-89	926027	adherent	Refseq	not available
Escherichia coli O157:H- str. H 2687	926028	adherent	Refseq	not available
Escherichia coli O55:H7 str. 3256-97	926029	adherent	Refseq	not available
Escherichia coli O55:H7 str. USDA 5905	926030	adherent	Refseq	not available
Escherichia coli O157:H7 str. LSU-61	926032	adherent	Refseq	not available
Acidiphilium multivorum AIU301	926570	adherent	Refseq	not available
Lactobacillus reuteri ATCC 53608	927703	adherent	Refseq	not available
Lactobacillus iners UPII 143-D	928327	adherent	Refseq	not available
Lactobacillus iners UPII 60-B	928328	adherent	Refseq	not available
Lactococcus lactis subsp. lactis CV56	929102	adherent	Refseq	not available
Chlamydophila psittaci RD1	929557	adherent	Refseq	not available
Bacillus thuringiensis serovar finitimus YBT-020	930170	adherent	Refseq	not available
Listeria monocytogenes J1816	930781	adherent	Refseq	not available
Listeria monocytogenes J1-220	930782	adherent	Refseq	not available
Sulfolobus islandicus HVE10/4	930943	adherent	Refseq	not available
Yersinia enterocolitica subsp. palearctica Y11	930944	adherent	Refseq	not available
Pseudomonas putida BIRD-1	931281	adherent	Refseq	not available
Shigella boydii ATCC 9905	932676	adherent	Refseq	not available
Pantoea ananatis AJ13355	932677	adherent	Refseq	not available
Legionella pneumophila subsp. pneumophila ATCC 43290	933093	adherent	Refseq	not available
Vibrio cholerae LMA3984-4	935297	adherent	Refseq	not available
Corynebacterium pseudotuberculosis PAT10	935298	adherent	Refseq	not available
Neisseria meningitidis ES14902	935586	adherent	Refseq	not available
Neisseria meningitidis M6190	935587	adherent	Refseq	not available
Neisseria meningitidis M01-240355	935588	adherent	Refseq	not available
Neisseria meningitidis NZ-05/33	935589	adherent	Refseq	not available
Neisseria meningitidis M0579	935590	adherent	Refseq	not available
Neisseria meningitidis M01-240149	935591	adherent	Refseq	not available
Neisseria meningitidis OX99.30304	935592	adherent	Refseq	not available
Neisseria meningitidis M04-240196	935593	adherent	Refseq	not available
Neisseria meningitidis M13399	935594	adherent	Refseq	not available
Neisseria meningitidis M01-240013	935595	adherent	Refseq	not available
Neisseria meningitidis CU385	935597	adherent	Refseq	not available
Neisseria meningitidis 961-5945	935598	adherent	Refseq	not available
Neisseria meningitidis G2136	935599	adherent	Refseq	not available
Corynebacterium pseudotuberculosis CIP 52.97	935697	adherent	Refseq	not available
Haemophilus influenzae F3047	935897	adherent	Refseq	not available
Propionibacterium sp. 409-HC1	936047	adherent	Refseq	not available
Propionibacterium sp. 434-HC2	936048	adherent	Refseq	not available
Mycoplasma hyorhinis MCLD	936139	adherent	Refseq	not available
Enterococcus faecalis 62	936153	adherent	Refseq	not available
Streptococcus parauberis KCTC 11537	936154	adherent	Refseq	not available
Bacillus subtilis BSn5	936156	adherent	Refseq	not available
Staphylococcus pseudintermedius HKU10-03	937773	adherent	Refseq	not available
Neisseria gonorrhoeae TCDC-NG08107	940296	adherent	Refseq	not available
Pseudomonas aeruginosa M18	941193	adherent	Refseq	not available
Shigella dysenteriae CDC 74-1112	941429	adherent	Refseq	not available
Escherichia coli O157:H7 str. EC1212	941435	adherent	Refseq	not available
Rickettsia slovaca 13-B	941638	adherent	Refseq	not available
Bacillus coagulans 2-6	941639	adherent	Refseq	not available
Mycoplasma haemofelis str. Langford 1	941640	adherent	Refseq	not available
Brucella melitensis M28	941967	adherent	Refseq	not available
Clostridium botulinum H04402 065	941968	adherent	Refseq	not available
Neisseria meningitidis WUE 2594	942513	adherent	Refseq	not available
Mycoplasma fermentans M64	943945	adherent	Refseq	not available
Arcobacter butzleri ED-1	944546	adherent	Refseq	not available
Prevotella denticola CRIS 18C-A	944557	adherent	Refseq	not available
Shigella flexneri CDC 796-83	945360	adherent	Refseq	not available
Escherichia coli EC4100B	945434	adherent	Refseq	not available
Streptococcus suis JS14	945704	adherent	Refseq	not available
Corynebacterium ulcerans 809	945711	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Typhimurium str. TN061786	946034	adherent	Refseq	not available
Staphylococcus aureus O11	948561	adherent	Refseq	not available
Staphylococcus aureus O46	948563	adherent	Refseq	not available
Mycoplasma bovis Hubei-1	956483	adherent	Refseq	not available
Leuconostoc sp. C2	979982	adherent	Refseq	not available
Acinetobacter baumannii TCDC-AB0715	980514	adherent	Refseq	not available
Escherichia fergusonii ECD227	981367	adherent	Refseq	not available
Xanthomonas axonopodis pv. citrumelo F1	981368	adherent	Refseq	not available
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	981539	adherent	Refseq	not available
Streptococcus pasteurianus ATCC 43144	981540	adherent	Refseq	not available
Francisella cf. novicida Fx1	984129	adherent	Refseq	not available
Chlamydophila psittaci Cal10	984894	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus LGA251	985006	adherent	Refseq	not available
Helicobacter pylori 2018	985080	adherent	Refseq	not available
Helicobacter pylori 2017	985081	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	990282	adherent	Refseq	not available
Acidithiobacillus caldus SM-1	990288	adherent	Refseq	not available
Xanthomonas campestris pv. raphani 756C	990315	adherent	Refseq	not available
Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	990317	adherent	Refseq	not available
Clostridium acetobutylicum DSM 1731	991791	adherent	Refseq	not available
Rhodobacter sphaeroides WS8N	992186	adherent	Refseq	not available
Acinetobacter baumannii ABNIH1	992402	adherent	Refseq	not available
Acinetobacter baumannii ABNIH2	992403	adherent	Refseq	not available
Acinetobacter baumannii ABNIH3	992404	adherent	Refseq	not available
Acinetobacter baumannii ABNIH4	992405	adherent	Refseq	not available
Streptococcus suis A7	993512	adherent	Refseq	not available
Yersinia enterocolitica subsp. palearctica 105.5R(r)	994476	adherent	Refseq	not available
Pseudomonas brassicacearum subsp. brassicacearum NFM421	994484	adherent	Refseq	not available
Pseudomonas stutzeri DSM 4166	996285	adherent	Refseq	not available
Neisseria macacae ATCC 33926	997348	adherent	Refseq	not available
Escherichia coli O157:H7 str. 1125	997825	adherent	Refseq	not available
Lactobacillus casei BD-II	998820	adherent	Refseq	not available
Lactobacillus casei LC2W	999378	adherent	Refseq	not available
Bacillus amyloliquefaciens TA208	999891	adherent	Refseq	not available
Megasphaera sp. UPII 199-6	1000568	adherent	Refseq	not available
Streptococcus dysgalactiae subsp. equisimilis SK1249	1000589	adherent	Refseq	not available
Bacillus amyloliquefaciens LL3	1001582	adherent	Refseq	not available
Escherichia coli PCN033	1001989	adherent	Refseq	not available
Chlamydophila abortus LLG	1003238	adherent	Refseq	not available
Escherichia coli AA86	1004153	adherent	Refseq	not available
Streptococcus suis ST1	1004951	adherent	Refseq	not available
Streptococcus suis D12	1004952	adherent	Refseq	not available
Streptococcus suis SS12	1005041	adherent	Refseq	not available
Streptococcus suis D9	1005042	adherent	Refseq	not available
Propionibacterium sp. CC003-HC2	1005703	adherent	Refseq	not available
Streptococcus dysgalactiae subsp. equisimilis SK1250	1005706	adherent	Refseq	not available
Bacillus megaterium WSH-002	1006007	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus T0131	1006543	adherent	Refseq	not available
Streptococcus suis ST3	1007064	adherent	Refseq	not available
Gardnerella vaginalis HMP9231	1009464	adherent	Refseq	not available
Mycobacterium avium subsp. paratuberculosis S397	1010838	adherent	Refseq	not available
Bordetella pertussis CS	1017264	adherent	Refseq	not available
Chlamydophila psittaci 08DC60	1027843	adherent	Refseq	not available
Chlamydophila psittaci C19/98	1027844	adherent	Refseq	not available
Chlamydophila psittaci 02DC15	1027845	adherent	Refseq	not available
Chlamydophila psittaci 01DC11	1027846	adherent	Refseq	not available
